Date,Asset_1,Asset_2,Asset_3,Asset_4
2020-01-01,100.29030388373424,99.78128908947207,100.22443925898786,99.62795613475191
2020-01-02,100.53168843388343,98.77617693732394,100.95406189396037,99.28903201390871
2020-01-03,99.36872099307674,98.23919612303449,100.26846816910874,98.91447755972138
2020-01-06,98.5434497829795,98.24921019117096,102.58073033761343,98.37801146567912
2020-01-07,98.82671031881837,98.15206238796983,102.78175884438632,97.28097822056513
2020-01-08,98.00167425461113,98.20381191996847,102.56135414535524,98.16103066121326
2020-01-09,97.51188378724972,98.17321649079211,104.49688396948356,97.94054814556318
2020-01-10,96.8786705874165,97.94546199500127,104.24189734435572,98.27888054618724
2020-01-13,97.0044000424847,97.48636339406241,104.31665948789825,99.9866570093743
2020-01-14,97.97256636052052,95.93719630047816,104.06694659377413,99.24135456301121
2020-01-15,98.4657554347091,96.00791899161604,105.62529944853247,100.29884317787732
2020-01-16,99.1622205662593,96.39217849921587,105.915127143696,100.82535348393944
2020-01-17,100.16972085219898,97.12061032725214,106.16157091891938,102.12060213318037
2020-01-20,100.34714597041639,97.14743211239481,105.66071672914667,101.69066690450983
2020-01-21,99.89753719860282,95.11543395340361,105.70959864213205,101.56172310491004
2020-01-22,99.76752799456321,95.79864897074641,106.20401833920474,102.04776437264856
2020-01-23,97.94957112559331,95.04670574257305,105.88394931147387,102.54536276471391
2020-01-24,99.3532367663857,96.51046276341988,105.86910142862808,101.67340425576195
2020-01-27,99.81428934304286,96.70583656047341,106.76859831296635,101.91672556215549
2020-01-28,100.01198257456656,95.7701423531595,106.8977669608923,101.48941382066934
2020-01-29,100.30876765939736,96.20174846326093,107.03523505612287,101.90046267335289
2020-01-30,100.23351593282443,97.53500892920324,108.35936389116851,101.41884681262401
2020-01-31,99.00550400607891,100.33499478213679,108.58279264983774,103.5951639945893
2020-02-03,99.74622047527203,99.50039575291827,107.0601878328705,103.47808768847612
2020-02-04,100.21587822576782,100.79586222424129,105.07010936828813,102.3432093443156
2020-02-05,99.97679689716415,103.77020763161224,101.31914300066256,102.92472599561869
2020-02-06,98.84724080861959,104.17146648111819,100.19601246168408,103.18073396611362
2020-02-07,101.96601628622592,105.98413819336345,102.24065201206942,105.32603466413819
2020-02-10,100.38758003042352,106.46043332075266,101.53648197280489,103.40780061738302
2020-02-11,100.26184873774142,105.92521520403271,102.74999768265552,103.42886947196874
2020-02-12,99.15026343710007,108.42026316305275,104.92447393158795,106.50288980068493
2020-02-13,100.32448111189656,108.60904068054116,104.46704534932307,106.15361847469585
2020-02-14,102.21078500504821,109.51678424224805,102.36924437823005,106.20593214070011
2020-02-17,99.28703837281091,108.71639346412299,99.18397511538593,102.3755073600945
2020-02-18,99.4772703309341,108.59507920078502,96.2210063210239,103.10406744152448
2020-02-19,103.8613585967628,107.17235314823792,100.22022719965733,103.31990947114097
2020-02-20,102.7830851562506,106.388576169288,97.14201159646198,104.66352337486968
2020-02-21,103.75956812308557,105.20473925466915,96.58677837661507,101.69410440916447
2020-02-24,102.98569037036869,106.76788898807797,93.76699845234604,100.42357122703416
2020-02-25,103.24170637124564,108.96325316231427,96.65158061125962,100.68473066456743
2020-02-26,101.66402749309454,109.269393706879,95.67847970043137,99.64392328551126
2020-02-27,102.53009958259803,110.93639294274055,96.45621304292726,100.17999197718892
2020-02-28,103.00651151288349,109.66388228836851,96.28648988079092,99.30625122384342
2020-03-02,104.9172602386605,110.95882836944024,97.15001471851507,99.98980809110182
2020-03-03,102.97417425730724,110.81589419032092,97.74595022687492,99.23164320804244
2020-03-04,103.54038545779535,111.6213385520972,97.05095243825289,99.98214867765783
2020-03-05,104.63942334865135,112.23916723009897,97.4291405407854,100.93709408245981
2020-03-06,103.46059669042637,111.8919373527788,97.78276131581347,99.89096808799954
2020-03-09,104.2728921258345,111.88992386115677,96.61105564544283,99.74504844131988
2020-03-10,103.54248771881056,111.89068391691809,95.67997597614506,100.1158658724228
2020-03-11,101.96324732198208,112.00713838179195,94.27651060287904,98.9278516864835
2020-03-12,104.39271171889534,113.3590037637086,94.44462557855972,97.47132409762362
2020-03-13,106.81155261744644,115.8278699622046,94.95031322776173,98.88619921017244
2020-03-16,106.0171291521493,114.72206561729932,94.01306372741546,98.58331692740582
2020-03-17,106.28822649736973,114.24382343870974,94.46329486380215,99.17880879846325
2020-03-18,106.46103451253283,115.17617315660682,94.53095304382096,99.32970013603062
2020-03-19,106.87618137476602,115.32916593888973,95.18885471394964,98.75924041651426
2020-03-20,108.06860015517712,115.16290858044094,95.33450999564232,98.09037115323677
2020-03-23,108.59451792070473,116.42805978624705,96.44384356709851,99.20801183980952
2020-03-24,107.35783318139383,115.34556750125951,95.63693716647721,98.0103840738231
2020-03-25,108.30721029301027,115.87670679405466,95.96832913943626,98.6845434434809
2020-03-26,107.56503327835134,114.88071022626838,95.02328704241229,98.50917130588553
2020-03-27,107.87739077420999,115.49290430542047,95.94543356210585,97.99013592753174
2020-03-30,107.45539514941682,115.47896200326655,94.9794839591943,97.36935509397556
2020-03-31,108.31662282675536,116.73386628078286,96.16343369784715,98.0365235253126
2020-04-01,108.17754010556384,117.60101107106652,96.08556885162291,98.37803640060764
2020-04-02,109.30142084588807,117.74468846559334,95.98697984153851,98.59733027610278
2020-04-03,109.83180787594826,118.37236157729978,96.35745153721142,99.26308523246222
2020-04-06,108.54619109157169,117.19462105017469,95.93672606954904,98.1303129016028
2020-04-07,107.48498480487432,115.82158373383649,94.81805538012219,97.35454328041085
2020-04-08,106.69115910138318,115.73766706841518,95.73686927633199,97.30037493026967
2020-04-09,107.75838831034328,116.40303022797104,95.4081953547103,97.39058830009535
2020-04-10,106.9955305475548,116.77117056475068,94.57640268969818,98.01170566334932
2020-04-13,107.49831933404872,115.32371750650961,94.90787414670572,98.96036666467471
2020-04-14,106.89177522397999,115.92527129343755,93.75098593284878,98.88024996459642
2020-04-15,105.59124000427305,115.84852242265988,92.31638717236498,96.60001395859018
2020-04-16,105.94150016783328,117.90153645375645,92.4542124863502,97.59846131038803
2020-04-17,106.06386515039861,117.70357929550114,92.84566758575625,98.76433131970619
2020-04-20,105.11155181413167,117.82636864354737,92.88701617281522,97.68762282713134
2020-04-21,106.43619648667439,120.01363933406934,93.04061841356598,99.50745833083417
2020-04-22,106.5151892105898,119.93086100750767,94.01784576967236,99.88683762709113
2020-04-23,106.8096242552899,121.36891899923083,95.22605007157999,101.0674330348611
2020-04-24,103.78686432584539,116.6042450567744,95.46274936371208,98.04455922717791
2020-04-27,104.04842036899392,114.32843138256092,94.69860829373631,95.31860223579423
2020-04-28,107.47318782362458,113.39307196212572,95.06030415632998,95.53046591296632
2020-04-29,110.06574362958463,111.28355184269034,95.10536256561693,95.26550947541827
2020-04-30,111.19483812115524,112.64679521932375,94.83146202160884,96.0410615502784
2020-05-01,110.30573458392556,113.29299557529544,94.57591127305174,94.80889780654772
2020-05-04,110.31777498032938,113.61299685667774,96.14059749867224,94.88622443058935
2020-05-05,110.60890949924071,114.9258008605082,95.14611123513859,93.86915019123414
2020-05-06,109.65429915937852,114.50864771291891,96.45375460134805,94.1528427460228
2020-05-07,110.69540537179815,114.73117424494446,95.13721829807726,92.67256182506333
2020-05-08,111.58647285230437,115.22805717818687,94.61269013250835,93.51049271822023
2020-05-11,110.3308838592221,115.72200323916834,95.39684118829541,93.06765184530772
2020-05-12,109.44528769808348,116.11200272401219,94.58420203420427,93.36237064058047
2020-05-13,108.4953237618463,116.44615955851671,94.51609891529029,92.97790848898889
2020-05-14,107.79742739923377,116.40308324752611,93.14990239176117,92.40988383825194
2020-05-15,107.50921984611833,116.87814950298052,92.40211116928889,93.35882961792291
2020-05-18,107.29035323333196,115.88119453013883,93.0403117466639,94.34279423775138
2020-05-19,107.17218839713847,115.1316564511672,92.88177295982008,93.73968952900799
2020-05-20,106.95364185110078,116.35009434657621,93.3504418683147,94.10390032201677
2020-05-21,107.26780451755833,116.44572444278126,93.99507608514556,94.8783367156953
2020-05-22,107.00239507841103,116.4554398868979,95.51481541002035,95.42567083033721
2020-05-25,106.88609758480607,118.13743471518376,95.86438719654909,95.06927785679838
2020-05-26,107.46665046648206,117.63411257981025,95.58198066845954,95.25333068362116
2020-05-27,107.39780708429554,116.99775662469514,95.08742343434663,94.6677547276001
2020-05-28,108.38316417969023,116.7987234226402,94.91317551639,96.09033367142511
2020-05-29,107.96468257253686,117.90170709717331,95.92317148712226,96.32286508603882
2020-06-01,106.84637240007623,117.87458932718128,96.11465484491347,96.78806673630311
2020-06-02,106.95039105225321,120.59020750170251,99.16910141269966,96.04866630858477
2020-06-03,110.02467701825309,122.1565372412188,99.18359092088457,96.30383333925904
2020-06-04,114.21433143058934,126.04708950005572,97.70308259512763,97.50154898672847
2020-06-05,113.83858033857874,125.4462089206284,96.56844035516826,94.59728422096782
2020-06-08,114.6188598800846,124.93831231322106,96.40839453186815,94.2497597293351
2020-06-09,114.026170868362,125.39577215232755,96.63821088820669,93.85331607947985
2020-06-10,113.2506330149556,124.70720620871043,96.9837741529081,93.77453935076262
2020-06-11,113.48637223489966,124.53402864887362,96.84499524583495,93.90758714951166
2020-06-12,111.95144364046776,125.39069991348788,96.17069740387608,93.29797617961843
2020-06-15,113.12583521447004,126.07391247589406,96.6097500858441,93.33740497598231
2020-06-16,111.83414371590423,125.75869658254697,97.06497875527515,92.61114331158664
2020-06-17,113.02802907211664,125.24933855119255,96.75813441716171,93.0014746072271
2020-06-18,113.06397243181998,125.90358073742938,96.42134824398548,92.41154027909106
2020-06-19,111.51482917665858,124.25928418276901,95.06262848970503,90.77232918758513
2020-06-22,111.81064678098522,123.81677815511914,93.77072088755722,92.02777629636674
2020-06-23,111.14252054699539,122.48897885461678,94.17317136797436,92.52135877833466
2020-06-24,110.21439205329094,120.88683393339348,93.02433419480433,92.5876519500073
2020-06-25,109.99028433518454,120.13574025756562,92.82132095404592,93.14749524707999
2020-06-26,108.87554974719791,119.40792416175086,91.57434614583877,93.94503531879654
2020-06-29,110.4174461977534,120.83297012692759,92.12195606593639,94.99343155878054
2020-06-30,108.71131475041528,120.43650178532181,90.85263104508901,93.53389033539369
2020-07-01,108.16805834027868,119.95247793617293,91.01058759143056,93.8437955840293
2020-07-02,108.41746494579778,119.27372637019415,91.36639199140741,93.78948831520417
2020-07-03,109.42379201318131,118.90998458438875,89.81358364956401,93.29140689659977
2020-07-06,111.25310462352367,120.02462365064855,90.31263439253051,94.46584123949468
2020-07-07,111.7125427737039,120.61606777330793,90.22088300830559,94.68169608742004
2020-07-08,111.91809605054455,120.17048940019176,89.50368580889186,94.58943850170094
2020-07-09,112.77622817825699,121.07072571655885,90.17265635084341,95.3624221606122
2020-07-10,115.03728101537638,122.16459228112294,91.51326882270021,97.50278821756147
2020-07-13,115.11997417771671,122.44969404888101,92.2560390661655,98.84858698576048
2020-07-14,115.42940745237813,122.90561854746251,92.48082339428903,98.24466641322046
2020-07-15,116.44573697397338,123.0884593830805,91.65739590079738,98.18831689214775
2020-07-16,114.97189752432028,121.69732661129385,91.11346093566614,96.99738924834375
2020-07-17,115.9470782696763,120.82361100381671,91.3246473221512,97.44751628455526
2020-07-20,117.27766975863912,122.13378327176456,92.01739531278251,98.11638089477704
2020-07-21,117.2705458662325,123.15301112761259,91.82081425567277,98.60111147679204
2020-07-22,117.23320350329229,123.38327520168322,91.71330880920469,100.04696439148222
2020-07-23,116.69850872268479,123.44182653003128,91.8099078481872,100.4116872214623
